"","Gn1","Gn2","interaction"
"602","Gelidium","Lithopoma","eatenBy"
"603","Gelidium","Lithopoma","preyedUponBy"
"604","Gracilaria","Lithopoma","eatenBy"
"605","Laurencia","Lithopoma","eatenBy"
"606","Lithopoma","Macrocystis","eats"
"607","Lithopoma","Macrocystis","preysOn"
"608","Lithopoma","Pterygophora","eats"
"609","Lithopoma","Pterygophora","preysOn"
"610","Lithopoma","Ulva","eats"
"611","Lithopoma","Ulva","preysOn"
"612","Dictyota","Lithopoma","eatenBy"
"613","Dictyota","Lithopoma","preyedUponBy"
"614","Archidistoma","Lytechinus","eatenBy"
"615","Archidistoma","Lytechinus","preyedUponBy"
"616","Bossiella","Lytechinus","eatenBy"
"617","Bossiella","Lytechinus","preyedUponBy"
"618","Callophyllis","Lytechinus","eatenBy"
"619","Callophyllis","Lytechinus","preyedUponBy"
"620","Chondracanthus","Lytechinus","eatenBy"
"621","Chondracanthus","Lytechinus","preyedUponBy"
"622","Codium","Lytechinus","eatenBy"
"623","Codium","Lytechinus","preyedUponBy"
"624","Corallina","Lytechinus","eatenBy"
"625","Corallina","Lytechinus","preyedUponBy"
"626","Cryptopleura","Lytechinus","eatenBy"
"627","Cryptopleura","Lytechinus","preyedUponBy"
"628","Cystoseira","Lytechinus","eatenBy"
"629","Cystoseira","Lytechinus","preyedUponBy"
"630","Gelidium","Lytechinus","eatenBy"
"631","Gelidium","Lytechinus","preyedUponBy"
"632","Gracilaria","Lytechinus","eatenBy"
"633","Gracilaria","Lytechinus","preyedUponBy"
"634","Laurencia","Lytechinus","eatenBy"
"635","Laurencia","Lytechinus","preyedUponBy"
"636","Lytechinus","Macrocystis","eats"
"637","Lytechinus","Macrocystis","preysOn"
"638","Lytechinus","Pterygophora","eats"
"639","Lytechinus","Pterygophora","preysOn"
"640","Lytechinus","Rhodymenia","eats"
"641","Lytechinus","Rhodymenia","preysOn"
"642","Lytechinus","Spheciospongia","eats"
"643","Lytechinus","Spheciospongia","preysOn"
"644","Lytechinus","Ulva","eats"
"645","Lytechinus","Ulva","preysOn"
"646","Dictyota","Lytechinus","eatenBy"
"647","Dictyota","Lytechinus","preyedUponBy"
"648","Lytechinus","Styela","eats"
"649","Lytechinus","Styela","preysOn"
"650","Lytechinus","Taonia","eats"
"651","Lytechinus","Taonia","preysOn"
"652","Lytechinus","Tethya","eats"
"653","Lytechinus","Tethya","preysOn"
"654","Lytechinus","Polyneura","eats"
"655","Lytechinus","Polyneura","preysOn"
"656","Calliarthron","Lytechinus","eatenBy"
"657","Calliarthron","Lytechinus","preyedUponBy"
"658","Leucilla","Lytechinus","eatenBy"
"659","Leucilla","Lytechinus","preyedUponBy"
"660","Dodecaceria","Ophioplocus","eats"
"661","Dodecaceria","Ophioplocus","preysOn"
"662","Macrocystis","Ophiothrix","interactsWith"
"663","Dodecaceria","Ophiothrix","eats"
"664","Dodecaceria","Ophiothrix","preysOn"
"665","Macrocystis","Pachycerianthus","interactsWith"
"666","Parapholas","Parapholas","interactsWith"
"667","Archidistoma","Strongylocentrotus","eatenBy"
"668","Archidistoma","Strongylocentrotus","preyedUponBy"
"669","Bossiella","Strongylocentrotus","eatenBy"
"670","Bossiella","Strongylocentrotus","preyedUponBy"
"671","Callophyllis","Strongylocentrotus","eatenBy"
"672","Callophyllis","Strongylocentrotus","preyedUponBy"
"673","Chondracanthus","Strongylocentrotus","eatenBy"
"674","Chondracanthus","Strongylocentrotus","preyedUponBy"
"675","Codium","Strongylocentrotus","interactsWith"
"676","Codium","Strongylocentrotus","eatenBy"
"677","Codium","Strongylocentrotus","preyedUponBy"
"678","Corallina","Strongylocentrotus","eatenBy"
"679","Corallina","Strongylocentrotus","preyedUponBy"
"680","Cryptopleura","Strongylocentrotus","eatenBy"
"681","Cryptopleura","Strongylocentrotus","preyedUponBy"
"682","Cystoseira","Strongylocentrotus","eatenBy"
"683","Cystoseira","Strongylocentrotus","preyedUponBy"
"684","Desmarestia","Strongylocentrotus","preyedUponBy"
"685","Desmarestia","Strongylocentrotus","eatenBy"
"686","Gelidium","Strongylocentrotus","eatenBy"
"687","Gelidium","Strongylocentrotus","preyedUponBy"
"688","Gracilaria","Strongylocentrotus","eatenBy"
"689","Gracilaria","Strongylocentrotus","preyedUponBy"
"690","Laurencia","Strongylocentrotus","eatenBy"
"691","Laurencia","Strongylocentrotus","preyedUponBy"
"692","Macrocystis","Strongylocentrotus","interactsWith"
"693","Macrocystis","Strongylocentrotus","eatenBy"
"694","Macrocystis","Strongylocentrotus","preyedUponBy"
"695","Pterygophora","Strongylocentrotus","interactsWith"
"696","Pterygophora","Strongylocentrotus","eatenBy"
"697","Pterygophora","Strongylocentrotus","preyedUponBy"
"698","Rhodymenia","Strongylocentrotus","eatenBy"
"699","Rhodymenia","Strongylocentrotus","preyedUponBy"
"700","Spheciospongia","Strongylocentrotus","eatenBy"
"701","Spheciospongia","Strongylocentrotus","preyedUponBy"
"702","Strongylocentrotus","Ulva","eats"
"703","Strongylocentrotus","Ulva","preysOn"
"704","Strongylocentrotus","Urticina","preysOn"
"705","Strongylocentrotus","Urticina","interactsWith"
"706","Strongylocentrotus","Urticina","eatenBy"
"707","Strongylocentrotus","Urticina","preyedUponBy"
"708","Aglaophenia","Strongylocentrotus","eatenBy"
"709","Aglaophenia","Strongylocentrotus","preyedUponBy"
"710","Dictyota","Strongylocentrotus","eatenBy"
"711","Dictyota","Strongylocentrotus","preyedUponBy"
"712","Strongylocentrotus","Styela","eats"
"713","Strongylocentrotus","Styela","preysOn"
"714","Strongylocentrotus","Styela","eatenBy"
"715","Strongylocentrotus","Taonia","eats"
"716","Strongylocentrotus","Taonia","preysOn"
"717","Strongylocentrotus","Tethya","eats"
"718","Strongylocentrotus","Tethya","preysOn"
"719","Strongylocentrotus","Thalamoporella","eats"
"720","Strongylocentrotus","Thalamoporella","preysOn"
"721","Polyneura","Strongylocentrotus","interactsWith"
"722","Polyneura","Strongylocentrotus","eatenBy"
"723","Polyneura","Strongylocentrotus","preyedUponBy"
"724","Bugula","Strongylocentrotus","eatenBy"
"725","Bugula","Strongylocentrotus","preyedUponBy"
"726","Calliarthron","Strongylocentrotus","eatenBy"
"727","Calliarthron","Strongylocentrotus","preyedUponBy"
"728","Crisia","Strongylocentrotus","eatenBy"
"729","Crisia","Strongylocentrotus","preyedUponBy"
"730","Leucilla","Strongylocentrotus","eatenBy"
"731","Leucilla","Strongylocentrotus","preyedUponBy"
"732","Abietinaria","Strongylocentrotus","eatenBy"
"733","Abietinaria","Strongylocentrotus","preyedUponBy"
"734","Plumularia","Strongylocentrotus","eatenBy"
"735","Plumularia","Strongylocentrotus","preyedUponBy"
"736","Styela","Styela","interactsWith"
"737","Tethya","Tethya","interactsWith"
"738","Urticina","Urticina","eats"
"739","Urticina","Urticina","eatenBy"
"740","Urticina","Urticina","interactsWith"
"741","Anthopleura","Aplysia","interactsWith"
"742","Aplysia","Chondracanthus","interactsWith"
"743","Aplysia","Chondracanthus","preysOn"
"744","Aplysia","Codium","eats"
"745","Aplysia","Codium","preysOn"
"746","Aplysia","Corallina","eats"
"747","Aplysia","Corallina","preysOn"
"748","Aplysia","Cryptopleura","eats"
"749","Aplysia","Cystoseira","eats"
"750","Aplysia","Cystoseira","interactsWith"
"751","Aplysia","Cystoseira","preysOn"
"752","Aplysia","Gelidium","eats"
"753","Aplysia","Gelidium","interactsWith"
"754","Aplysia","Gelidium","preysOn"
"755","Aplysia","Gracilaria","eats"
"756","Aplysia","Laurencia","eats"
"757","Aplysia","Laurencia","interactsWith"
"758","Aplysia","Laurencia","preysOn"
"759","Aplysia","Laurencia","ecologicallyRelatedTo"
"760","Aplysia","Macrocystis","eats"
"761","Aplysia","Macrocystis","preysOn"
"762","Aplysia","Pterygophora","eats"
"763","Aplysia","Pterygophora","preysOn"
"764","Aplysia","Rhodymenia","interactsWith"
"765","Aplysia","Rhodymenia","preysOn"
"766","Aplysia","Ulva","eats"
"767","Aplysia","Ulva","preysOn"
"768","Aplysia","Dictyota","eats"
"769","Aplysia","Polyneura","interactsWith"
"770","Aplysia","Polyneura","preysOn"
"771","Anthopleura","Cancer","eats"
"772","Anthopleura","Cancer","preysOn"
"773","Cancer","Diopatra","eats"
"774","Cancer","Diopatra","preysOn"
"775","Cancer","Gracilaria","eats"
"776","Cancer","Laurencia","eats"
"777","Cancer","Ulva","eats"
"778","Cancer","Cucumaria","eats"
"779","Cancer","Cucumaria","preysOn"
"780","Cancer","Dictyota","eats"
"781","Cancer","Dodecaceria","eatenBy"
"782","Cancer","Dodecaceria","preyedUponBy"
"783","Cancer","Styela","eats"
"784","Cancer","Styela","preysOn"
"785","Abietinaria","Cancer","ecologicallyRelatedTo"
"786","Calliarthron","Lithopoma","eatenBy"
"787","Calliarthron","Lithopoma","preyedUponBy"
"788","Dodecaceria","Loxorhynchus","eats"
"789","Dodecaceria","Loxorhynchus","preysOn"
"790","Archidistoma","Megathura","eatenBy"
"791","Archidistoma","Megathura","preyedUponBy"
"792","Bossiella","Megathura","eatenBy"
"793","Bossiella","Megathura","preyedUponBy"
"794","Callophyllis","Megathura","eatenBy"
"795","Callophyllis","Megathura","preyedUponBy"
"796","Chondracanthus","Megathura","eatenBy"
"797","Chondracanthus","Megathura","preyedUponBy"
"798","Codium","Megathura","eatenBy"
"799","Codium","Megathura","preyedUponBy"
"800","Corallina","Megathura","eatenBy"
"801","Corallina","Megathura","preyedUponBy"
"802","Cryptopleura","Megathura","eatenBy"
"803","Cryptopleura","Megathura","preyedUponBy"
"804","Cystoseira","Megathura","eatenBy"
"805","Cystoseira","Megathura","preyedUponBy"
"806","Gelidium","Megathura","eatenBy"
"807","Gelidium","Megathura","preyedUponBy"
"808","Gracilaria","Megathura","eatenBy"
"809","Gracilaria","Megathura","preyedUponBy"
"810","Laurencia","Megathura","eatenBy"
"811","Laurencia","Megathura","preyedUponBy"
"812","Macrocystis","Megathura","eatenBy"
"813","Macrocystis","Megathura","preyedUponBy"
"814","Megathura","Pterygophora","eats"
"815","Megathura","Pterygophora","preysOn"
"816","Megathura","Rhodymenia","eats"
"817","Megathura","Rhodymenia","preysOn"
"818","Megathura","Ulva","eats"
"819","Megathura","Ulva","preysOn"
"820","Dictyota","Megathura","eatenBy"
"821","Dictyota","Megathura","preyedUponBy"
"822","Megathura","Styela","eats"
"823","Megathura","Styela","preysOn"
"824","Megathura","Taonia","eats"
"825","Megathura","Taonia","preysOn"
"826","Megathura","Thalamoporella","eats"
"827","Megathura","Thalamoporella","preysOn"
"828","Megathura","Polyneura","eats"
"829","Megathura","Polyneura","preysOn"
"830","Bugula","Megathura","eatenBy"
"831","Bugula","Megathura","preyedUponBy"
"832","Crisia","Megathura","eatenBy"
"833","Crisia","Megathura","preyedUponBy"
"834","Dodecaceria","Octopus","preysOn"
"835","Archidistoma","Patiria","eatenBy"
"836","Archidistoma","Patiria","preyedUponBy"
"837","Patiria","Spheciospongia","interactsWith"
"838","Patiria","Spheciospongia","preysOn"
"839","Patiria","Urticina","eatenBy"
"840","Patiria","Urticina","preyedUponBy"
"841","Patiria","Urticina","eats"
"842","Patiria","Styela","eats"
"843","Patiria","Styela","preysOn"
"844","Patiria","Thalamoporella","eats"
"845","Patiria","Thalamoporella","preysOn"
"846","Crisia","Patiria","eatenBy"
"847","Crisia","Patiria","preyedUponBy"
"848","Balanophyllia","Pisaster","preyedUponBy"
"849","Balanophyllia","Pisaster","eatenBy"
"850","Diopatra","Pisaster","interactsWith"
"851","Diopatra","Pisaster","eatenBy"
"852","Diopatra","Pisaster","preyedUponBy"
"853","Parapholas","Pisaster","interactsWith"
"854","Parapholas","Pisaster","eatenBy"
"855","Parapholas","Pisaster","preyedUponBy"
"856","Chaceia","Pisaster","eatenBy"
"857","Chaceia","Pisaster","preyedUponBy"
"858","Dodecaceria","Pisaster","preyedUponBy"
"859","Dodecaceria","Pisaster","eatenBy"
"860","Pisaster","Styela","interactsWith"
"861","Pisaster","Styela","eats"
"862","Pisaster","Styela","preysOn"
"863","Diopatra","Pycnopodia","eatenBy"
"864","Diopatra","Pycnopodia","preyedUponBy"
"865","Cucumaria","Pycnopodia","eatenBy"
"866","Cucumaria","Pycnopodia","preyedUponBy"
"867","Dodecaceria","Pycnopodia","preyedUponBy"
"868","Dodecaceria","Pycnopodia","eatenBy"
"869","Pachythyone","Pycnopodia","eatenBy"
"870","Pachythyone","Pycnopodia","preyedUponBy"
"871","Anthopleura","Dermasterias","eatenBy"
"872","Anthopleura","Dermasterias","preyedUponBy"
"873","Archidistoma","Dermasterias","eatenBy"
"874","Archidistoma","Dermasterias","preyedUponBy"
"875","Astrangia","Dermasterias","preyedUponBy"
"876","Astrangia","Dermasterias","eatenBy"
"877","Balanophyllia","Dermasterias","interactsWith"
"878","Balanophyllia","Dermasterias","preyedUponBy"
"879","Corynactis","Dermasterias","eatenBy"
"880","Corynactis","Dermasterias","preyedUponBy"
"881","Dermasterias","Ulva","eats"
"882","Dermasterias","Ulva","preysOn"
"883","Dermasterias","Urticina","interactsWith"
"884","Dermasterias","Urticina","eats"
"885","Dermasterias","Urticina","eatenBy"
"886","Dermasterias","Urticina","preysOn"
"887","Dermasterias","Urticina","preyedUponBy"
"888","Aglaophenia","Dermasterias","eatenBy"
"889","Aglaophenia","Dermasterias","preyedUponBy"
"890","Cucumaria","Dermasterias","eatenBy"
"891","Cucumaria","Dermasterias","preyedUponBy"
"892","Dermasterias","Muricea","eats"
"893","Dermasterias","Muricea","preysOn"
"894","Dermasterias","Styela","eats"
"895","Dermasterias","Styela","preysOn"
"896","Dermasterias","Tethya","interactsWith"
"897","Dermasterias","Tethya","eats"
"898","Dermasterias","Tethya","preysOn"
"899","Dermasterias","Thalamoporella","eats"
"900","Dermasterias","Thalamoporella","preysOn"
"901","Bugula","Dermasterias","eatenBy"
"902","Bugula","Dermasterias","preyedUponBy"
"903","Crisia","Dermasterias","eatenBy"
"904","Crisia","Dermasterias","preyedUponBy"
"905","Dermasterias","Leucilla","eats"
"906","Dermasterias","Leucilla","preysOn"
"907","Dermasterias","Pachythyone","eats"
"908","Dermasterias","Pachythyone","preysOn"
"909","Abietinaria","Dermasterias","eatenBy"
"910","Abietinaria","Dermasterias","preyedUponBy"
"911","Acanthocyclops","Gymnodinium","interactsWith"
"912","Acanthocyclops","Gymnodinium","eats"
"913","Acanthocyclops","Peridinium","interactsWith"
"914","Acanthocyclops","Peridinium","eats"
"915","Aglaodiaptomus","Aphanothece","eats"
"916","Aglaodiaptomus","Chlamydomonas","eats"
"917","Aglaodiaptomus","Chlorococcaceae","eats"
"918","Aglaodiaptomus","Chroococcaceae","eats"
"919","Aglaodiaptomus","Closterium","eats"
"920","Aglaodiaptomus","Cryptomonas","eats"
"921","Aglaodiaptomus","Dictyosphaerium","eats"
"922","Aglaodiaptomus","Mallomonas","eats"
"923","Aglaodiaptomus","Merismopedia","eats"
"924","Aglaodiaptomus","Navicula","eats"
"925","Aglaodiaptomus","Nitzschia","eats"
"926","Aglaodiaptomus","Scenedesmus","eats"
"927","Aglaodiaptomus","Schroederia","eats"
"928","Aglaodiaptomus","Sphaerocystis","eats"
"929","Aglaodiaptomus","Synedra","eats"
"930","Chlamydomonas","Chydorus","eatenBy"
"931","Chlamydomonas","Chydorus","preyedUponBy"
"932","Chydorus","Cryptomonas","eats"
"933","Chydorus","Nitzschia","eats"
"934","Copepod","Cryptomonas","eats"
"935","Anabaena","Daphnia","eatenBy"
"936","Ankistrodesmus","Daphnia","interactsWith"
"937","Ankistrodesmus","Daphnia","eatenBy"
"938","Aphanizomenon","Daphnia","eatenBy"
"939","Aphanocapsa","Daphnia","eatenBy"
"940","Aphanothece","Daphnia","interactsWith"
"941","Aphanothece","Daphnia","eatenBy"
"942","Chlorococcaceae","Daphnia","interactsWith"
"943","Chlorococcaceae","Daphnia","eatenBy"
"944","Chroococcaceae","Daphnia","interactsWith"
"945","Chroococcaceae","Daphnia","eatenBy"
"946","Chroococcus","Daphnia","interactsWith"
"947","Chroococcus","Daphnia","eatenBy"
"948","Closterium","Daphnia","eatenBy"
"949","Coelosphaerium","Daphnia","eatenBy"
"950","Cryptomonas","Daphnia","interactsWith"
"951","Cryptomonas","Daphnia","eatenBy"
"952","Cyclotella","Daphnia","interactsWith"
"953","Cyclotella","Daphnia","eatenBy"
"954","Daphnia","Dictyosphaerium","interactsWith"
"955","Daphnia","Dictyosphaerium","eats"
"956","Daphnia","Dictyosphaerium","preysOn"
"957","Daphnia","Fragilaria","eats"
"958","Daphnia","Lyngbya","eats"
"959","Daphnia","Mallomonas","eats"
"960","Daphnia","Mallomonas","preysOn"
"961","Daphnia","Merismopedia","eats"
"962","Daphnia","Merismopedia","interactsWith"
"963","Daphnia","Microcystis","interactsWith"
"964","Daphnia","Microcystis","eats"
"965","Daphnia","Monoraphidium","eats"
"966","Daphnia","Navicula","eats"
"967","Daphnia","Navicula","preysOn"
"968","Daphnia","Nitzschia","eats"
"969","Daphnia","Oocystis","interactsWith"
"970","Daphnia","Oocystis","eats"
"971","Daphnia","Oscillatoria","interactsWith"
"972","Daphnia","Oscillatoria","eats"
"973","Daphnia","Peridinium","interactsWith"
"974","Daphnia","Peridinium","eats"
"975","Daphnia","Peridinium","preysOn"
"976","Daphnia","Quadrigula","interactsWith"
"977","Daphnia","Quadrigula","eats"
"978","Daphnia","Scenedesmus","eats"
"979","Daphnia","Scenedesmus","interactsWith"
"980","Daphnia","Schroederia","interactsWith"
"981","Daphnia","Schroederia","eats"
"982","Daphnia","Sphaerocystis","interactsWith"
"983","Daphnia","Sphaerocystis","eats"
"984","Daphnia","Sphaerocystis","preysOn"
"985","Daphnia","Synedra","interactsWith"
"986","Daphnia","Synedra","eats"
"987","Diacyclops","Gymnodinium","eats"
"988","Diacyclops","Gymnodinium","preysOn"
"989","Diacyclops","Peridinium","eats"
"990","Ankistrodesmus","Diaphanosoma","interactsWith"
"991","Ankistrodesmus","Diaphanosoma","eatenBy"
"992","Aphanothece","Diaphanosoma","interactsWith"
"993","Chlorococcaceae","Diaphanosoma","interactsWith"
"994","Chroococcaceae","Diaphanosoma","interactsWith"
"995","Chroococcaceae","Diaphanosoma","eatenBy"
"996","Chroococcus","Diaphanosoma","interactsWith"
"997","Chroococcus","Diaphanosoma","eatenBy"
"998","Cryptomonas","Diaphanosoma","interactsWith"
"999","Cryptomonas","Diaphanosoma","eatenBy"
"1000","Diaphanosoma","Dictyosphaerium","interactsWith"
"1001","Diaphanosoma","Dictyosphaerium","eats"
"1002","Diaphanosoma","Merismopedia","interactsWith"
"1003","Diaphanosoma","Monoraphidium","eats"
"1004","Diaphanosoma","Peridinium","interactsWith"
"1005","Diaphanosoma","Peridinium","eats"
"1006","Diaphanosoma","Peridinium","preysOn"
"1007","Diaphanosoma","Scenedesmus","interactsWith"
"1008","Diaphanosoma","Schroederia","interactsWith"
"1009","Gymnodinium","Leptodora","interactsWith"
"1010","Gymnodinium","Leptodora","eatenBy"
"1011","Gymnodinium","Leptodora","preyedUponBy"
"1012","Leptodora","Peridinium","interactsWith"
"1013","Leptodora","Peridinium","eats"
"1014","Cryptomonas","Mesocyclops","eatenBy"
"1015","Gymnodinium","Mesocyclops","interactsWith"
"1016","Gymnodinium","Mesocyclops","eatenBy"
"1017","Gymnodinium","Mesocyclops","preyedUponBy"
"1018","Mesocyclops","Peridinium","interactsWith"
"1019","Mesocyclops","Peridinium","eats"
"1020","Ankistrodesmus","Tropocyclops","interactsWith"
"1021","Aphanocapsa","Tropocyclops","interactsWith"
"1022","Aphanothece","Tropocyclops","interactsWith"
"1023","Chlorococcaceae","Tropocyclops","interactsWith"
"1024","Chroococcaceae","Tropocyclops","interactsWith"
"1025","Coelosphaerium","Tropocyclops","interactsWith"
"1026","Gymnodinium","Tropocyclops","interactsWith"
"1027","Gymnodinium","Tropocyclops","eatenBy"
"1028","Merismopedia","Tropocyclops","interactsWith"
"1029","Peridinium","Tropocyclops","interactsWith"
"1030","Peridinium","Tropocyclops","eatenBy"
"1031","Scenedesmus","Tropocyclops","interactsWith"
"1032","Schroederia","Tropocyclops","interactsWith"
"1033","Synedra","Tropocyclops","interactsWith"
"1034","Colinus","Melanoplus","eats"
"1035","Melanoplus","Sialia","eatenBy"
"1036","Melanoplus","Vireo","eatenBy"
"1037","Cardinalis","Syrbula","preysOn"
"1038","Agelaius","Ambrosia","eats"
"1039","Agelaius","Andropogon","eats"
"1040","Agelaius","Bouteloua","eats"
"1041","Agelaius","Carex","eats"
"1042","Agelaius","Cyperus","eats"
"1043","Agelaius","Digitaria","eats"
"1044","Agelaius","Eleocharis","eats"
"1045","Agelaius","Lespedeza","eats"
"1046","Agelaius","Panicum","eats"
"1047","Agelaius","Rhus","eats"
"1048","Agelaius","Solanum","eats"
"1049","Agelaius","Solanum","interactsWith"
"1050","Agelaius","Sporobolus","eats"
"1051","Agelaius","Cornus","visitsFlowersOf"
"1052","Agelaius","Setaria","eats"
"1053","Acalypha","Agelaius","eatenBy"
"1054","Agelaius","Hedeoma","eats"
"1055","Agelaius","Polygonum","eats"
"1056","Agelaius","Croton","eats"
"1057","Agelaius","Helianthus","eats"
"1058","Agrostis","Ammodramus","eatenBy"
"1059","Ambrosia","Ammodramus","eatenBy"
"1060","Ammodramus","Andropogon","eats"
"1061","Ammodramus","Carex","eats"
"1062","Ammodramus","Dichanthelium","eats"
"1063","Ammodramus","Digitaria","eats"
"1064","Ammodramus","Oxalis","eats"
"1065","Ammodramus","Panicum","eats"
"1066","Ammodramus","Schizachyrium","eats"
"1067","Ammodramus","Solanum","interactsWith"
"1068","Ammodramus","Sorghastrum","eats"
"1069","Ammodramus","Sporobolus","eats"
"1070","Ammodramus","Vicia","eats"
"1071","Ammodramus","Setaria","eats"
"1072","Acalypha","Ammodramus","eatenBy"
"1073","Ammodramus","Juncus","interactsWith"
"1074","Ammodramus","Polygala","eats"
"1075","Baeolophus","Cornus","eats"
"1076","Baeolophus","Cornus","mutualistOf"
"1077","Baeolophus","Cornus","dispersalVectorOf"
"1078","Baeolophus","Helianthus","eats"
"1079","Baeolophus","Prunus","eats"
"1080","Baeolophus","Toxicodendron","eats"
"1081","Baeolophus","Toxicodendron","mutualistOf"
"1082","Baeolophus","Toxicodendron","dispersalVectorOf"
"1083","Ambrosia","Cardinalis","eatenBy"
"1084","Ambrosia","Cardinalis","interactsWith"
"1085","Cardinalis","Carex","eats"
"1086","Cardinalis","Digitaria","eats"
"1087","Cardinalis","Euphorbia","eats"
"1088","Cardinalis","Juniperus","interactsWith"
"1089","Cardinalis","Mimosa","eats"
"1090","Cardinalis","Rhus","eats"
"1091","Cardinalis","Rhus","interactsWith"
"1092","Cardinalis","Rhus","visitsFlowersOf"
"1093","Cardinalis","Rosa","eats"
"1094","Cardinalis","Ulmus","interactsWith"
"1095","Cardinalis","Ulmus","eats"
"1096","Cardinalis","Ulmus","visitsFlowersOf"
"1097","Cardinalis","Verbena","eats"
"1098","Cardinalis","Cornus","eats"
"1099","Cardinalis","Cornus","mutualistOf"
"1100","Cardinalis","Cornus","dispersalVectorOf"
"1101","Cardinalis","Cornus","visitsFlowersOf"
"1102","Cardinalis","Opuntia","interactsWith"
"1103","Cardinalis","Opuntia","eats"
"1104","Cardinalis","Celtis","eats"
"1105","Cardinalis","Juncus","interactsWith"
"1106","Cardinalis","Polygonum","eats"
"1107","Cardinalis","Croton","eats"
"1108","Cardinalis","Helianthus","eats"
"1109","Cardinalis","Prunus","eats"
"1110","Cardinalis","Rubus","eats"
"1111","Cardinalis","Toxicodendron","eats"
"1112","Cardinalis","Cercis","interactsWith"
"1113","Cardinalis","Cercis","eats"
"1114","Ambrosia","Carduelis","eatenBy"
"1115","Aristida","Carduelis","interactsWith"
"1116","Artemisia","Carduelis","eatenBy"
"1117","Artemisia","Carduelis","interactsWith"
"1118","Bouteloua","Carduelis","interactsWith"
"1119","Carduelis","Carex","eats"
"1120","Carduelis","Cirsium","eats"
"1121","Carduelis","Cirsium","interactsWith"
"1122","Carduelis","Cirsium","visitsFlowersOf"
"1123","Carduelis","Cirsium","visits"
"1124","Carduelis","Conyza","eats"
"1125","Carduelis","Echinacea","interactsWith"
"1126","Carduelis","Echinacea","eats"
"1127","Carduelis","Echinacea","visitsFlowersOf"
"1128","Carduelis","Echinacea","visits"
"1129","Carduelis","Erigeron","eats"
"1130","Carduelis","Geranium","eats"
"1131","Carduelis","Gleditsia","eats"
"1132","Carduelis","Juniperus","eats"
"1133","Carduelis","Juniperus","interactsWith"
"1134","Carduelis","Lactuca","eats"
"1135","Carduelis","Oenothera","interactsWith"
"1136","Carduelis","Oenothera","eats"
"1137","Carduelis","Oenothera","visitsFlowersOf"
"1138","Carduelis","Panicum","eats"
"1139","Carduelis","Plantago","eats"
"1140","Carduelis","Poa","eats"
"1141","Carduelis","Rhus","interactsWith"
"1142","Carduelis","Rosa","eats"
"1143","Carduelis","Rosa","dispersalVectorOf"
"1144","Carduelis","Rosa","visitsFlowersOf"
"1145","Carduelis","Salvia","interactsWith"
"1146","Carduelis","Salvia","eats"
"1147","Carduelis","Solanum","eats"
"1148","Carduelis","Solidago","adjacentTo"
"1149","Carduelis","Symphyotrichum","eats"
"1150","Carduelis","Ulmus","eats"
"1151","Carduelis","Ulmus","visitsFlowersOf"
"1152","Carduelis","Ulmus","visits"
"1153","Carduelis","Verbena","eats"
"1154","Carduelis","Verbena","interactsWith"
"1155","Carduelis","Vernonia","eats"
"1156","Carduelis","Vicia","eats"
"1157","Carduelis","Monarda","interactsWith"
"1158","Carduelis","Monarda","eats"
"1159","Carduelis","Tridens","interactsWith"
"1160","Carduelis","Setaria","eats"
"1161","Carduelis","Chloris","interactsWith"
"1162","Carduelis","Polygonum","eats"
"1163","Carduelis","Geum","eats"
"1164","Carduelis","Helianthus","eats"
"1165","Carduelis","Helianthus","interactsWith"
"1166","Carduelis","Helianthus","visits"
"1167","Carduelis","Prunus","eats"
"1168","Carduelis","Prunus","interactsWith"
"1169","Carduelis","Chaerophyllum","eats"
"1170","Carduelis","Rubus","eats"
"1171","Carduelis","Rubus","dispersalVectorOf"
"1172","Carduelis","Rubus","visitsFlowersOf"
"1173","Cirsium","Coccyzus","interactsWith"
"1174","Coccyzus","Solanum","eats"
"1175","Coccyzus","Ulmus","interactsWith"
"1176","Coccyzus","Opuntia","eats"
"1177","Coccyzus","Rubus","eats"
"1178","Colaptes","Rhus","eats"
"1179","Colaptes","Solanum","eats"
"1180","Colaptes","Ulmus","interactsWith"
"1181","Colaptes","Ulmus","visitsFlowersOf"
"1182","Colaptes","Cornus","eats"
"1183","Colaptes","Cornus","mutualistOf"
"1184","Colaptes","Cornus","dispersalVectorOf"
"1185","Colaptes","Croton","eats"
"1186","Colaptes","Prunus","eats"
"1187","Colaptes","Prunus","mutualistOf"
"1188","Colaptes","Prunus","dispersalVectorOf"
"1189","Ambrosia","Colinus","eatenBy"
"1190","Carex","Colinus","eatenBy"
"1191","Colinus","Cyperus","eats"
"1192","Colinus","Descurainia","eats"
"1193","Colinus","Desmodium","eats"
"1194","Colinus","Dichanthelium","eats"
"1195","Colinus","Digitaria","eats"
"1196","Colinus","Geranium","eats"
"1197","Colinus","Lespedeza","eats"
"1198","Colinus","Mimosa","eats"
"1199","Colinus","Oxalis","eats"
"1200","Colinus","Panicum","eats"
"1201","Colinus","Pediomelum","eats"
"1202","Colinus","Physalis","eats"
"1203","Colinus","Psoralea","eats"
"1204","Colinus","Rhus","eats"
"1205","Colinus","Verbena","eats"
"1206","Colinus","Vicia","eats"
"1207","Colinus","Viola","eats"
"1208","Colinus","Setaria","eats"
"1209","Celtis","Colinus","eatenBy"
"1210","Colinus","Polygonum","eats"
"1211","Colinus","Croton","eats"
"1212","Colinus","Helianthus","eats"
